 REPORT 
TITLE: NEW MACHINE 


TITLE  MACHINE: PCS 2302/2024 X+Y, soma 2 números unários (formato 1.1) 
  SNAPSHOT: (Tape,Track):(00)        $@#<read-head>@#1BBBBBBB

  SNAPSHOT: Step number: 16,  Current State: q4
  SNAPSHOT: (Tape,Track):(00)       $@#@<read-head>#1BBBBBBBB

  SNAPSHOT: Step number: 17,  Current State: q4
  SNAPSHOT: (Tape,Track):(00)      $@#@#<read-head>1BBBBBBBBB

  SNAPSHOT: Step number: 18,  Current State: q4
  SNAPSHOT: (Tape,Track):(00)     $@#@#1<read-head>BBBBBBBBBB

  SNAPSHOT: Step number: 19,  Current State: q2
  SNAPSHOT: (Tape,Track):(00)      $@#@#<read-head>11BBBBBBBB

  SNAPSHOT: Step number: 20,  Current State: q2
  SNAPSHOT: (Tape,Track):(00)       $@#@<read-head>#11BBBBBBB

  SNAPSHOT: Step number: 21,  Current State: q3
  SNAPSHOT: (Tape,Track):(00)        $@#<read-head>@#11BBBBBB

  SNAPSHOT: Step number: 22,  Current State: q3
  SNAPSHOT: (Tape,Track):(00)         $@<read-head>#@#11BBBBB

  SNAPSHOT: Step number: 23,  Current State: q3
  SNAPSHOT: (Tape,Track):(00)          $<read-head>@#@#11BBBB

  SNAPSHOT: Step number: 24,  Current State: q3
  SNAPSHOT: (Tape,Track):(00)           <read-head>$@#@#11BBB

  SNAPSHOT: Step number: 25,  Current State: q5
  SNAPSHOT: (Tape,Track):(00)          $<read-head>@#@#11BBBB

  SNAPSHOT: Step number: 26,  Current State: q5
  SNAPSHOT: (Tape,Track):(00)         $1<read-head>#@#11BBBBB

  SNAPSHOT: Step number: 27,  Current State: q5
  SNAPSHOT: (Tape,Track):(00)        $1#<read-head>@#11BBBBBB

  SNAPSHOT: Step number: 28,  Current State: q5
  SNAPSHOT: (Tape,Track):(00)       $1#1<read-head>#11BBBBBBB

  SNAPSHOT: Step number: 29,  Current State: q5
  SNAPSHOT: (Tape,Track):(00)      $1#1#<read-head>11BBBBBBBB

  SNAPSHOT: Step number: 30,  Current State: q5
  SNAPSHOT: (Tape,Track):(00)     $1#1#1<read-head>1BBBBBBBBB

  SNAPSHOT: Step number: 31,  Current State: q5
  SNAPSHOT: (Tape,Track):(00)    $1#1#11<read-head>BBBBBBBBBB

  SNAPSHOT: Step number: 32,  Current State: q6
  SNAPSHOT: (Tape,Track):(00)     $1#1#1<read-head>1BBBBBBBBB

  SNAPSHOT: Step number: 33,  Current State: q7
  SNAPSHOT: (Tape,Track):(00)    $1#1#1B<read-head>BBBBBBBBBB

  SNAPSHOT: Step number: 34,  Current State: qA
  SNAPSHOT: (Tape,Track):(00)     $1#1#1<read-head>BBBBBBBBBB
  SNAPSHOT: Stopped ACCEPTED after Step: 34
  SNAPSHOT: FINAL TAPE(S): 
  SNAPSHOT: (Tape,Track):(00)               $1#1#1<read-head>BBBBBBBBBBBBBBBBBBBB

TITLE  MACHINE: PCS 2302/2024 X+Y, soma 2 números unários (formato 1.1) 
         INPUT: $1#11#
  SNAPSHOT:   START State:q0
  SNAPSHOT:   Machine Tapes:
  SNAPSHOT: (Tape,Track):(00)           <read-head>$1#11#BBBB
  SNAPSHOT:  

  SNAPSHOT: Step number: 1,  Current State: q1
  SNAPSHOT: (Tape,Track):(00)          $<read-head>1#11#BBBBB

  SNAPSHOT: Step number: 2,  Current State: q1
  SNAPSHOT: (Tape,Track):(00)         $1<read-head>#11#BBBBBB

